,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
0,first_time ,mac_chees ,great_place ,food_truck ,next_time ,realli_good ,come_back ,fri_pickl ,salt_caramel ,can_get ,shrimp_taco ,love_love ,will_back ,great_food ,love_place ,great_beer ,tast_like ,caramel_browni ,go_back ,hush_puppi ,realli_enjoy ,beer_wine ,get_beer ,lenni_boy ,sunday_brunch ,ve_ever ,old_fashion ,craft_beer ,go_wrong ,highli_recommend
1,come_back ,love_place ,food_truck ,craft_beer ,go_back ,great_place ,realli_good ,live_music ,coffe_shop ,fish_taco ,staff_friendli ,outdoor_seat ,first_time ,one_favorit ,food_good ,great_food ,place_great ,great_servic ,park_lot ,smelli_cat ,pretti_good ,custom_servic ,breweri_charlott ,tri_place ,great_atmospher ,mac_n ,n_chees ,friendli_staff ,tast_like ,fri_chicken
2,food_truck ,beer_select ,go_back ,come_back ,realli_good ,fri_chicken ,custom_servic ,will_definit ,one_favorit ,5_star ,mahi_taco ,pretti_good ,love_place ,great_place ,definit_back ,coffe_shop ,realli_enjoy ,pimento_chees ,noda_breweri ,great_food ,bbq_mahi ,long_wait ,can_wait ,look_forward ,one_best ,first_time ,pale_ale ,food_great ,highli_recommend ,friendli_staff
3,fish_taco ,go_back ,come_back ,first_time ,salt_caramel ,realli_good ,servic_excel ,mac_chees ,pretti_good ,caramel_browni ,food_good ,pork_belli ,great_beer ,great_place ,realli_like ,can_get ,good_food ,cabo_fish ,can_wait ,next_time ,sunday_brunch ,one_favorit ,great_servic ,will_definit ,want_tri ,late_night ,chili_mustard ,4_5 ,craft_beer ,cheeseburg_way
4,fish_taco ,pretti_good ,fri_pickl ,food_truck ,cabo_fish ,ve_ever ,can_get ,pimento_chees ,tater_tot ,fri_chicken ,come_back ,will_back ,go_back ,love_place ,highli_recommend ,great_place ,great_food ,hush_puppi ,5_star ,beer_wine ,one_best ,realli_enjoy ,burger_joint ,next_time ,french_bakeri ,onion_ring ,20_minut ,custom_servic ,even_though ,corn_dog
5,ve_ever ,salt_caramel ,caramel_browni ,fri_chicken ,food_truck ,south_end ,beer_select ,come_back ,fish_taco ,select_beer ,great_atmospher ,love_place ,realli_good ,will_never ,everi_time ,go_back ,great_place ,beer_tap ,late_night ,place_great ,seem_like ,food_great ,time_go ,take_order ,can_get ,tripl_c ,great_beer ,highli_recommend ,seat_area ,pasta_salad
6,first_time ,beer_chees ,come_back ,fish_taco ,fri_chicken ,go_back ,m_sure ,great_place ,mac_chees ,can_get ,highli_recommend ,food_truck ,love_place ,good_food ,pale_ale ,just_okay ,next_time ,park_lot ,don_know ,just_ok ,hush_puppi ,great_beer ,great_food ,ll_back ,even_though ,de_mayo ,cinco_de ,black_bean ,corn_dog ,5_star
7,go_back ,chunki_monkey ,monkey_chunki ,food_truck ,love_place ,great_place ,great_food ,great_beer ,fish_taco ,beer_select ,can_wait ,custom_servic ,pretti_good ,good_food ,realli_good ,don_know ,food_good ,come_back ,atmospher_great ,highli_recommend ,look_like ,gluten_free ,craft_beer ,common_market ,seem_like ,great_servic ,food_great ,open_24 ,coffe_shop ,beer_tap
8,go_back ,food_truck ,great_place ,pretti_good ,caramel_browni ,salt_caramel ,great_food ,food_good ,can_wait ,love_place ,food_great ,recommend_place ,place_go ,fri_chicken ,realli_good ,buffalo_chicken ,give_tri ,good_food ,look_forward ,highli_recommend ,custom_servic ,run_club ,outdoor_seat ,come_back ,will_definit ,lenni_boy ,fish_taco ,pimento_chees ,great_staff ,beer_select
9,love_place ,go_back ,mac_chees ,beer_select ,great_place ,will_back ,fri_pickl ,pretti_good ,salt_caramel ,caramel_browni ,feel_like ,great_food ,ve_ever ,food_truck ,first_time ,open_24 ,can_say ,realli_good ,great_atmospher ,love_love ,24_hour ,time_went ,5_star ,visit_charlott ,place_great ,one_best ,make_sure ,come_back ,like_place ,tri_get
